Pathway,proteincounts.per.pahtway.all,counts,p_value,FDR,Enrich_factor,hited.proteins,Type
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]",1,1,0.7650000000000001,0.8373272727272728,1,Q949U1,MF
DNA (cytosine-5-)-methyltransferase activity [GO:0003886],3,1,0.44749068227807576,0.8373272727272728,0.333,Q94F88,MF
"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates [GO:0051719]",1,1,0.7650000000000001,0.8373272727272728,1,Q94F88,MF
ubiquitin protein ligase binding [GO:0031625],7,2,0.4827772996950015,0.8373272727272728,0.286,Q94F88/Q9LPZ3,MF
cis-regulatory region sequence-specific DNA binding [GO:0000987],6,5,0.996591197753195,0.996591197753195,0.833,Q9C690/Q9LSD5/Q9SKD9/Q8H181/Q9M0R0,MF
3-methylthiopropyl-desulfoglucosinolate sulfotransferase activity [GO:0080066],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
4-methylthiobutyl-desulfoglucosinolate sulfotransferase activity [GO:0080067],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
5-methylthiopentyl-desulfoglucosinolate sulfotransferase activity [GO:0080068],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
7-methylthioheptyl-desulfoglucosinolate sulfotransferase activity [GO:0080069],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
8-methylthiooctyl-desulfoglucosinolate sulfotransferase activity [GO:0080070],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
desulfoglucosinolate sulfotransferase activity [GO:0047364],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9C9C9,MF
indol-3-yl-methyl-desulfoglucosinolate sulfotransferase activity [GO:0080071],1,1,0.7650000000000001,0.8373272727272728,1,Q9C9C9,MF
glyoxylate reductase (NADPH) activity [GO:0030267],1,1,0.7650000000000001,0.8373272727272728,1,Q9CA90,MF
hydroxyphenylpyruvate reductase activity [GO:0047995],1,1,0.7650000000000001,0.8373272727272728,1,Q9CA90,MF
hydroxypyruvate reductase (NADH) activity [GO:0008465],1,1,0.7650000000000001,0.8373272727272728,1,Q9CA90,MF
hydroxypyruvate reductase (NADPH) activity [GO:0120509],1,1,0.7650000000000001,0.8373272727272728,1,Q9CA90,MF
hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618],1,1,0.7650000000000001,0.8373272727272728,1,Q9CA90,MF
salicylic acid binding [GO:1901149],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9CA90,MF
protein-membrane adaptor activity [GO:0043495],3,1,0.44749068227807576,0.8373272727272728,0.333,Q9FF75,MF
"4 iron, 4 sulfur cluster binding [GO:0051539]",10,2,0.27882556225703725,0.8373272727272728,0.2,Q9FGS4/P56756,MF
enzyme activator activity [GO:0008047],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FGS4,MF
quinolinate synthetase A activity [GO:0008987],1,1,0.7650000000000001,0.8373272727272728,1,Q9FGS4,MF
phosphatidylinositol-4-phosphate binding [GO:0070273],1,1,0.7650000000000001,0.8373272727272728,1,Q9FK13,MF
protein serine/threonine phosphatase activity [GO:0004722],6,2,0.5697519843280208,0.8373272727272728,0.333,Q9FN02/Q3EAZ3,MF
class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078],1,1,0.7650000000000001,0.8373272727272728,1,Q9FNY7,MF
oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534],1,1,0.7650000000000001,0.8373272727272728,1,Q9FNY7,MF
2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997],1,1,0.7650000000000001,0.8373272727272728,1,Q9LVM5,MF
hydroxyisourate hydrolase activity [GO:0033971],1,1,0.7650000000000001,0.8373272727272728,1,Q9LVM5,MF
SNAP receptor activity [GO:0005484],6,1,0.19997048932111194,0.8373272727272728,0.167,Q9LVP9,MF
SNARE binding [GO:0000149],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9LVP9,MF
histone acetyltransferase activity [GO:0004402],4,2,0.763445545579071,0.8373272727272728,0.5,Q9LXD7/Q9LE42,MF
protein heterodimerization activity [GO:0046982],14,4,0.5745352174620214,0.8373272727272728,0.286,Q9LZT0/P49592/Q9FGP8/Q9SYZ9,MF
fatty acid elongase activity [GO:0009922],3,3,0.9870854796767753,0.991012393464882,1,Q9M2U2/Q9MAM3/Q9SUY9,MF
very-long-chain enoyl-CoA reductase activity [GO:0102758],1,1,0.7650000000000001,0.8373272727272728,1,Q9M2U2,MF
fatty-acyl-CoA binding [GO:0000062],1,1,0.7650000000000001,0.8373272727272728,1,Q9MA55,MF
thymidine kinase activity [GO:0004797],1,1,0.7650000000000001,0.8373272727272728,1,Q9S750,MF
diacylglycerol O-acyltransferase activity [GO:0004144],3,2,0.8604238380451487,0.9087283342161043,0.667,Q9SLD2/Q9ZVN2,MF
flavin adenine dinucleotide binding [GO:0050660],11,3,0.5022355184012318,0.8373272727272728,0.273,Q9SM02/Q9FWW6/Q9C8U0,MF
squalene monooxygenase activity [GO:0004506],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9SM02,MF
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",1,1,0.7650000000000001,0.8373272727272728,1,Q9SY73,MF
phospholipase D activity [GO:0004630],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9T051,MF
peroxisome matrix targeting signal-2 binding [GO:0005053],1,1,0.7650000000000001,0.8373272727272728,1,Q9XF57,MF
"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity [GO:0003827]",1,1,0.7650000000000001,0.8373272727272728,1,Q9XGM8,MF
glycosyltransferase activity [GO:0016757],8,2,0.4051343193924861,0.8373272727272728,0.25,Q9XGM8/Q0WUI9,MF
protein N-acetylglucosaminyltransferase activity [GO:0016262],1,1,0.7650000000000001,0.8373272727272728,1,Q9XGM8,MF
poly(U) RNA binding [GO:0008266],3,1,0.44749068227807576,0.8373272727272728,0.333,Q9ZUU4,MF
minor groove of adenine-thymine-rich DNA binding [GO:0003680],2,1,0.5851350675337672,0.8373272727272728,0.5,C0SUW7,MF
3'-tRNA processing endoribonuclease activity [GO:0042781],2,1,0.5851350675337672,0.8373272727272728,0.5,F4J1H7,MF
cellulase activity [GO:0008810],3,1,0.44749068227807576,0.8373272727272728,0.333,F4J270,MF
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",4,1,0.3421723945110777,0.8373272727272728,0.25,F4J270,MF
sucrose synthase activity [GO:0016157],1,1,0.7650000000000001,0.8373272727272728,1,F4JLK2,MF
sucrose-phosphate synthase activity [GO:0046524],1,1,0.7650000000000001,0.8373272727272728,1,F4JLK2,MF
polysaccharide binding [GO:0030247],15,3,0.27808578546561336,0.8373272727272728,0.2,F4KA50/Q8L9A9/Q9M2K6,MF
acid phosphatase activity [GO:0003993],6,2,0.5697519843280208,0.8373272727272728,0.333,O23244/Q9SIV9,MF
phosphoprotein phosphatase activity [GO:0004721],4,1,0.3421723945110777,0.8373272727272728,0.25,O23244,MF
actin binding [GO:0003779],9,2,0.3372468254274641,0.8373272727272728,0.222,O49606/Q9SX73,MF
C-22 sterol desaturase (NADPH) activity [GO:0000249],1,1,0.7650000000000001,0.8373272727272728,1,O64697,MF
monooxygenase activity [GO:0004497],14,7,0.9726861300488868,0.9891166390024153,0.5,O64697/Q9FIB0/Q9SCN2/O81815/O81816/Q9FG65/Q9LTM1,MF
copper chaperone activity [GO:0016531],1,1,0.7650000000000001,0.8373272727272728,1,O82089,MF
D-erythro-sphingosine kinase activity [GO:0017050],1,1,0.7650000000000001,0.8373272727272728,1,O82359,MF
RNA helicase activity [GO:0003724],8,4,0.9063261214239364,0.9472366755159891,0.5,P41377/Q39189/Q9LFN6/Q9C813,MF
translation initiation factor activity [GO:0003743],2,1,0.5851350675337672,0.8373272727272728,0.5,P41377,MF
magnesium ion transmembrane transporter activity [GO:0015095],5,2,0.6644590185996676,0.8373272727272728,0.4,Q304A0/F4JKQ7,MF
cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538],3,1,0.44749068227807576,0.8373272727272728,0.333,Q39071,MF
DEAD/H-box RNA helicase binding [GO:0017151],1,1,0.7650000000000001,0.8373272727272728,1,Q39189,MF
ubiquitin-protein transferase activity [GO:0004842],26,3,0.03657535123576394,0.8373272727272728,0.115,Q500V2/Q9C9A6/Q9C7R6,MF
initiator methionyl aminopeptidase activity [GO:0004239],3,1,0.44749068227807576,0.8373272727272728,0.333,Q56Y85,MF
metalloaminopeptidase activity [GO:0070006],6,1,0.19997048932111194,0.8373272727272728,0.167,Q56Y85,MF
DNA-directed 5'-3' RNA polymerase activity [GO:0003899],8,3,0.7157062406025481,0.8373272727272728,0.375,Q6NLH0/O81097/Q9SVY0,MF
nucleic acid binding [GO:0003676],8,2,0.4051343193924861,0.8373272727272728,0.25,Q6NLH0/Q9C813,MF
pseudouridylate synthase activity [GO:0004730],1,1,0.7650000000000001,0.8373272727272728,1,Q84K35,MF
RNA glycosylase activity [GO:0030597],1,1,0.7650000000000001,0.8373272727272728,1,Q84K35,MF
fatty acid binding [GO:0005504],1,1,0.7650000000000001,0.8373272727272728,1,Q84RK2,MF
intramolecular lyase activity [GO:0016872],1,1,0.7650000000000001,0.8373272727272728,1,Q84RK2,MF
S-linalool synthase activity [GO:0034007],1,1,0.7650000000000001,0.8373272727272728,1,Q84UV0,MF
terpene synthase activity [GO:0010333],3,2,0.8604238380451487,0.9087283342161043,0.667,Q84UV0/O23651,MF
"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",7,1,0.15283602092546367,0.8373272727272728,0.143,Q8L9A9,MF
xyloglucan:xyloglucosyl transferase activity [GO:0016762],8,1,0.11679340685874628,0.8373272727272728,0.125,Q8L9A9,MF
polygalacturonate 4-alpha-galacturonosyltransferase activity [GO:0047262],2,1,0.5851350675337672,0.8373272727272728,0.5,Q8RXE1,MF
aldehyde dehydrogenase (NAD+) activity [GO:0004029],3,1,0.44749068227807576,0.8373272727272728,0.333,Q8S528,MF
copper ion transmembrane transporter activity [GO:0005375],1,1,0.7650000000000001,0.8373272727272728,1,Q93VM8,MF
cysteine-type endopeptidase inhibitor activity [GO:0004869],2,1,0.5851350675337672,0.8373272727272728,0.5,Q945Q1,MF
phenylalanine-tRNA ligase activity [GO:0004826],2,1,0.5851350675337672,0.8373272727272728,0.5,Q94K73,MF
tRNA binding [GO:0000049],3,1,0.44749068227807576,0.8373272727272728,0.333,Q94K73,MF
lactoperoxidase activity [GO:0140825],10,3,0.5709318781091713,0.8373272727272728,0.3,Q96519/Q96522/Q9LHA7,MF
transmembrane receptor protein tyrosine kinase activity [GO:0004714],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9FID9,MF
cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861],1,1,0.7650000000000001,0.8373272727272728,1,Q9FKB5,MF
porin activity [GO:0015288],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FKM2,MF
voltage-gated monoatomic anion channel activity [GO:0008308],1,1,0.7650000000000001,0.8373272727272728,1,Q9FKM2,MF
potassium channel activity [GO:0005267],1,1,0.7650000000000001,0.8373272727272728,1,Q9FWX6,MF
lipid binding [GO:0008289],6,2,0.5697519843280208,0.8373272727272728,0.333,Q9FY78/Q8L751,MF
cAMP binding [GO:0030552],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9LD40,MF
cGMP binding [GO:0030553],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9LD40,MF
monoatomic ion channel activity [GO:0005216],1,1,0.7650000000000001,0.8373272727272728,1,Q9LD40,MF
antiporter activity [GO:0015297],17,3,0.1994042066232138,0.8373272727272728,0.176,Q9LPU2/Q9SIT5/Q9LDX3,MF
transmembrane transporter activity [GO:0022857],16,3,0.23609647686727153,0.8373272727272728,0.188,Q9LPU2/Q9ZQ88/Q9LSF0,MF
iron ion transmembrane transporter activity [GO:0005381],1,1,0.7650000000000001,0.8373272727272728,1,Q9LPU9,MF
manganese ion transmembrane transporter activity [GO:0005384],3,1,0.44749068227807576,0.8373272727272728,0.333,Q9LPU9,MF
guanyl-nucleotide exchange factor activity [GO:0005085],6,2,0.5697519843280208,0.8373272727272728,0.333,Q9LZN0/F4JN05,MF
6-phosphofructokinase activity [GO:0003872],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9M0F9,MF
copper ion binding [GO:0005507],18,2,0.051834342955325186,0.8373272727272728,0.111,Q9M0V6/Q9ZVF2,MF
ferredoxin-NADP+ reductase activity [GO:0004324],1,1,0.7650000000000001,0.8373272727272728,1,Q9M0V6,MF
glutathione transferase activity [GO:0004364],5,2,0.6644590185996676,0.8373272727272728,0.4,Q9M2W2/Q84TK0,MF
double-stranded RNA binding [GO:0003725],1,1,0.7650000000000001,0.8373272727272728,1,Q9SKN2,MF
phosphatidylcholine phospholipase C activity [GO:0034480],1,1,0.7650000000000001,0.8373272727272728,1,Q9SRQ7,MF
phospholipase C activity [GO:0004629],1,1,0.7650000000000001,0.8373272727272728,1,Q9SRQ7,MF
ribonuclease P RNA binding [GO:0033204],1,1,0.7650000000000001,0.8373272727272728,1,Q9ZW76,MF
ubiquitin conjugating enzyme activity [GO:0061631],6,2,0.5697519843280208,0.8373272727272728,0.333,F4HPP7/Q8GY87,MF
transcription corepressor activity [GO:0003714],1,1,0.7650000000000001,0.8373272727272728,1,F4J078,MF
sugar transmembrane transporter activity [GO:0051119],5,1,0.26160073848893006,0.8373272727272728,0.2,O04036,MF
cellulose synthase (UDP-forming) activity [GO:0016760],4,2,0.763445545579071,0.8373272727272728,0.5,O23386/O49323,MF
mannan synthase activity [GO:0051753],3,1,0.44749068227807576,0.8373272727272728,0.333,O23386,MF
amino acid binding [GO:0016597],2,1,0.5851350675337672,0.8373272727272728,0.5,O50039,MF
ornithine carbamoyltransferase activity [GO:0004585],1,1,0.7650000000000001,0.8373272727272728,1,O50039,MF
beta-glucosidase activity [GO:0008422],3,3,0.9870854796767753,0.991012393464882,1,O65458/Q9FMD8/Q9SVS1,MF
scopolin beta-glucosidase activity [GO:0102483],3,3,0.9870854796767753,0.991012393464882,1,O65458/Q9FMD8/Q9SVS1,MF
kinase activity [GO:0016301],11,1,0.05207054351433171,0.8373272727272728,0.091,O65595,MF
potassium ion binding [GO:0030955],1,1,0.7650000000000001,0.8373272727272728,1,O65595,MF
pyruvate kinase activity [GO:0004743],1,1,0.7650000000000001,0.8373272727272728,1,O65595,MF
nicotianamine synthase activity [GO:0030410],2,1,0.5851350675337672,0.8373272727272728,0.5,O80483,MF
protein-cysteine S-palmitoyltransferase activity [GO:0019706],4,2,0.763445545579071,0.8373272727272728,0.5,O80685/Q9M115,MF
structural constituent of ribosome [GO:0003735],40,3,0.0017872213508691726,0.5379536266116209,0.075,P49201/Q8W463/Q8LPJ7,MF
3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315],1,1,0.7650000000000001,0.8373272727272728,1,P49243,MF
beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818],1,1,0.7650000000000001,0.8373272727272728,1,P49243,MF
NADH dehydrogenase (ubiquinone) activity [GO:0008137],4,1,0.3421723945110777,0.8373272727272728,0.25,P56756,MF
manganese ion binding [GO:0030145],15,2,0.09999010690213372,0.8373272727272728,0.133,P92997/Q9M263,MF
microtubule motor activity [GO:0003777],10,4,0.8102941119788122,0.8679662907673398,0.4,Q0WN69/Q8W5R6/Q9LZU5/Q9SJU0,MF
"oxidoreductase activity, acting on NAD(P)H [GO:0016651]",2,1,0.5851350675337672,0.8373272727272728,0.5,Q37165,MF
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",1,1,0.7650000000000001,0.8373272727272728,1,Q37165,MF
stearoyl-[ACP] desaturase activity [GO:0045300],3,1,0.44749068227807576,0.8373272727272728,0.333,Q84VY3,MF
acyltransferase activity [GO:0016746],5,1,0.26160073848893006,0.8373272727272728,0.2,Q8GW10,MF
"catalytic activity, acting on a protein [GO:0140096]",1,1,0.7650000000000001,0.8373272727272728,1,Q8GW10,MF
transaminase activity [GO:0008483],3,1,0.44749068227807576,0.8373272727272728,0.333,Q8GYY0,MF
phosphatidylinositol binding [GO:0035091],1,1,0.7650000000000001,0.8373272727272728,1,Q8S8D3,MF
"2 iron, 2 sulfur cluster binding [GO:0051537]",3,1,0.44749068227807576,0.8373272727272728,0.333,Q8S904,MF
aspartic-type endopeptidase activity [GO:0004190],2,1,0.5851350675337672,0.8373272727272728,0.5,Q8S9J6,MF
rRNA binding [GO:0019843],11,2,0.22917890533610485,0.8373272727272728,0.182,Q8W463/Q9LUG5,MF
structural molecule activity [GO:0005198],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9CAA0,MF
oxidoreductase activity [GO:0016491],16,1,0.013506110098821189,0.8373272727272728,0.062,Q9FHL4,MF
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",10,4,0.8102941119788122,0.8679662907673398,0.4,Q9FIB0/Q9SCN2/Q9FG65/Q9LTM1,MF
nitrate transmembrane transporter activity [GO:0015112],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FJH7,MF
ribosome binding [GO:0043022],3,1,0.44749068227807576,0.8373272727272728,0.333,Q9FLE4,MF
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",6,2,0.5697519843280208,0.8373272727272728,0.333,Q9FWW6/Q9C8U0,MF
NADP binding [GO:0050661],10,2,0.27882556225703725,0.8373272727272728,0.2,Q9FWW6/Q9C8U0,MF
carboxylesterase activity [GO:0106435],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FX94,MF
carboxylic ester hydrolase activity [GO:0052689],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FX94,MF
pectate lyase activity [GO:0030570],6,2,0.5697519843280208,0.8373272727272728,0.333,Q9LFP5/Q9SVQ6,MF
"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]",1,1,0.7650000000000001,0.8373272727272728,1,Q9LM13,MF
ABC-type transporter activity [GO:0140359],9,1,0.0892367295376566,0.8373272727272728,0.111,Q9LZB8,MF
chloride transmembrane transporter activity [GO:0015108],1,1,0.7650000000000001,0.8373272727272728,1,Q9M172,MF
fructokinase activity [GO:0008865],1,1,0.7650000000000001,0.8373272727272728,1,Q9M1B9,MF
(1->3)-beta-D-glucan binding [GO:0001872],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9M2K6,MF
pre-mRNA 3'-splice site binding [GO:0030628],1,1,0.7650000000000001,0.8373272727272728,1,Q9SHY8,MF
single-stranded RNA binding [GO:0003727],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9SHY8,MF
GTPase activator activity [GO:0005096],6,1,0.19997048932111194,0.8373272727272728,0.167,Q9SSL1,MF
phospholipid binding [GO:0005543],1,1,0.7650000000000001,0.8373272727272728,1,Q9SSL1,MF
1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9SYC8,MF
galactinol-raffinose galactosyltransferase activity [GO:0047268],1,1,0.7650000000000001,0.8373272727272728,1,Q9SYJ4,MF
galactinol-sucrose galactosyltransferase activity [GO:0047274],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9SYJ4,MF
alcohol dehydrogenase (NAD+) activity [GO:0004022],2,2,0.9448649324662332,0.9722615048246167,1,A1L4Y2/Q9FH04,MF
hormone activity [GO:0005179],9,2,0.3372468254274641,0.8373272727272728,0.222,A7REH2/A8MQI8,MF
"hydrolase activity, acting on ester bonds [GO:0016788]",12,2,0.18741730569085036,0.8373272727272728,0.167,O22927/Q9SF94,MF
purine nucleobase transmembrane transporter activity [GO:0005345],4,1,0.3421723945110777,0.8373272727272728,0.25,O49726,MF
purine nucleoside transmembrane transporter activity [GO:0015211],4,1,0.3421723945110777,0.8373272727272728,0.25,O49726,MF
FAD binding [GO:0071949],6,2,0.5697519843280208,0.8373272727272728,0.333,O81815/O81816,MF
3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860],1,1,0.7650000000000001,0.8373272727272728,1,Q6NMB0,MF
O-acetyltransferase activity [GO:0016413],6,1,0.19997048932111194,0.8373272727272728,0.167,Q8H1R3,MF
"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",2,1,0.5851350675337672,0.8373272727272728,0.5,Q8LED0,MF
peptidase activity [GO:0008233],1,1,0.7650000000000001,0.8373272727272728,1,Q93VG8,MF
sucrose-phosphate phosphatase activity [GO:0050307],1,1,0.7650000000000001,0.8373272727272728,1,Q9C8J4,MF
ligase activity [GO:0016874],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9FFE9,MF
lipase activity [GO:0016298],6,1,0.19997048932111194,0.8373272727272728,0.167,Q9FIA1,MF
channel activity [GO:0015267],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9FIZ9,MF
1-phosphatidylinositol binding [GO:0005545],4,1,0.3421723945110777,0.8373272727272728,0.25,Q9LVD8,MF
clathrin binding [GO:0030276],3,1,0.44749068227807576,0.8373272727272728,0.333,Q9LVD8,MF
protein kinase inhibitor activity [GO:0004860],2,1,0.5851350675337672,0.8373272727272728,0.5,Q9LVX6,MF
